Model,Precision,Recall,Threshold
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0174,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0175,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0176,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0177,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.002
mmarunet,0.0178,1.0,0.0021
mmarunet,0.0178,1.0,0.0021
mmarunet,0.0178,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.0179,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.018,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0181,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0182,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0021
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0183,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0184,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0185,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0186,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0187,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0022
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0188,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.0189,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.019,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0191,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0192,1.0,0.0023
mmarunet,0.0193,1.0,0.0023
mmarunet,0.0193,1.0,0.0023
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0193,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0194,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0195,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0196,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0197,1.0,0.0024
mmarunet,0.0198,1.0,0.0024
mmarunet,0.0198,1.0,0.0024
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0198,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.0199,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.02,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0201,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0202,1.0,0.0025
mmarunet,0.0203,1.0,0.0025
mmarunet,0.0203,1.0,0.0025
mmarunet,0.0203,1.0,0.0025
mmarunet,0.0203,1.0,0.0025
mmarunet,0.0203,1.0,0.0025
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0203,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0204,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
mmarunet,0.0205,1.0,0.0026
